InvoiceDate,Product,Category,UnitsSold,Revenue,PaymentMethod,CustomerSegment
2025-08-23,Colin Glass Cleaner,Home Care,23,2530,Cash,New
2025-08-24,Colin Glass Cleaner,Home Care,21,2310,Card,Regular
2025-08-25,Colin Glass Cleaner,Home Care,17,1870,Cash,Regular
2025-08-26,Colin Glass Cleaner,Home Care,13,1430,Card,Regular
2025-08-27,Colin Glass Cleaner,Home Care,16,1760,Card,New
2025-08-28,Colin Glass Cleaner,Home Care,11,1210,UPI,Regular
2025-08-29,Colin Glass Cleaner,Home Care,18,1980,Card,Premium
2025-08-30,Colin Glass Cleaner,Home Care,24,2640,UPI,New
2025-08-31,Colin Glass Cleaner,Home Care,18,1980,UPI,Premium
2025-09-01,Colin Glass Cleaner,Home Care,17,1870,Cash,New
2025-09-02,Colin Glass Cleaner,Home Care,13,1430,Cash,Premium
2025-09-03,Colin Glass Cleaner,Home Care,14,1540,UPI,Regular
2025-09-04,Colin Glass Cleaner,Home Care,18,1980,UPI,Premium
2025-09-05,Colin Glass Cleaner,Home Care,16,1760,Cash,Regular
2025-09-06,Colin Glass Cleaner,Home Care,24,2640,UPI,Premium
2025-09-07,Colin Glass Cleaner,Home Care,19,2090,Card,New
2025-09-08,Colin Glass Cleaner,Home Care,14,1540,Cash,Premium
2025-09-09,Colin Glass Cleaner,Home Care,15,1650,Cash,New
2025-09-10,Colin Glass Cleaner,Home Care,16,1760,Card,New
2025-09-11,Colin Glass Cleaner,Home Care,14,1540,Card,Regular
2025-09-12,Colin Glass Cleaner,Home Care,14,1540,Card,New
2025-09-13,Colin Glass Cleaner,Home Care,20,2200,UPI,Premium
2025-09-14,Colin Glass Cleaner,Home Care,23,2530,Card,Regular
2025-09-15,Colin Glass Cleaner,Home Care,17,1870,Card,New
2025-09-16,Colin Glass Cleaner,Home Care,13,1430,Card,New
2025-09-17,Colin Glass Cleaner,Home Care,14,1540,Cash,Premium
2025-09-18,Colin Glass Cleaner,Home Care,18,1980,Cash,Premium
2025-09-19,Colin Glass Cleaner,Home Care,14,1540,UPI,Regular
2025-09-20,Colin Glass Cleaner,Home Care,20,2200,UPI,Premium
2025-09-21,Colin Glass Cleaner,Home Care,21,2310,Card,New
2025-09-22,Colin Glass Cleaner,Home Care,13,1430,UPI,Regular
2025-09-23,Colin Glass Cleaner,Home Care,13,1430,Card,New
2025-09-24,Colin Glass Cleaner,Home Care,19,2090,UPI,Regular
2025-09-25,Colin Glass Cleaner,Home Care,14,1540,Card,New
2025-09-26,Colin Glass Cleaner,Home Care,19,2090,UPI,Premium
2025-09-27,Colin Glass Cleaner,Home Care,19,2090,UPI,Regular
2025-09-28,Colin Glass Cleaner,Home Care,19,2090,UPI,Premium
2025-09-29,Colin Glass Cleaner,Home Care,16,1760,Card,Premium
2025-09-30,Colin Glass Cleaner,Home Care,12,1320,Cash,New
2025-10-01,Colin Glass Cleaner,Home Care,11,1210,Cash,New
2025-10-02,Colin Glass Cleaner,Home Care,15,1650,UPI,New
2025-10-03,Colin Glass Cleaner,Home Care,12,1320,Cash,Premium
2025-10-04,Colin Glass Cleaner,Home Care,21,2310,Cash,New
2025-10-05,Colin Glass Cleaner,Home Care,24,2640,Cash,Premium
2025-10-06,Colin Glass Cleaner,Home Care,12,1320,UPI,Regular
2025-10-07,Colin Glass Cleaner,Home Care,15,1650,Card,Regular
2025-10-08,Colin Glass Cleaner,Home Care,17,1870,UPI,Regular
2025-10-09,Colin Glass Cleaner,Home Care,17,1870,Card,Premium
2025-10-10,Colin Glass Cleaner,Home Care,14,1540,Card,Premium
2025-10-11,Colin Glass Cleaner,Home Care,18,1980,Cash,Premium
2025-10-12,Colin Glass Cleaner,Home Care,19,2090,Cash,Premium
2025-10-13,Colin Glass Cleaner,Home Care,15,1650,UPI,Premium
2025-10-14,Colin Glass Cleaner,Home Care,14,1540,UPI,Premium
2025-10-15,Colin Glass Cleaner,Home Care,16,1760,Card,Regular
2025-10-16,Colin Glass Cleaner,Home Care,14,1540,Cash,Regular
2025-10-17,Colin Glass Cleaner,Home Care,16,1760,Cash,Regular
2025-10-18,Colin Glass Cleaner,Home Care,20,2200,Cash,Premium
2025-10-19,Colin Glass Cleaner,Home Care,21,2310,UPI,New
2025-10-20,Colin Glass Cleaner,Home Care,12,1320,Card,Premium
2025-10-21,Colin Glass Cleaner,Home Care,14,1540,UPI,Regular
2025-10-22,Colin Glass Cleaner,Home Care,16,1760,Card,Premium
2025-10-23,Colin Glass Cleaner,Home Care,18,1980,Cash,Premium
2025-10-24,Colin Glass Cleaner,Home Care,11,1210,UPI,Regular
2025-10-25,Colin Glass Cleaner,Home Care,18,1980,UPI,Regular
2025-10-26,Colin Glass Cleaner,Home Care,17,1870,Cash,New
2025-10-27,Colin Glass Cleaner,Home Care,17,1870,UPI,Premium
2025-10-28,Colin Glass Cleaner,Home Care,15,1650,Card,Premium
2025-10-29,Colin Glass Cleaner,Home Care,15,1650,UPI,New
2025-10-30,Colin Glass Cleaner,Home Care,14,1540,UPI,New
2025-10-31,Colin Glass Cleaner,Home Care,17,1870,Card,New
2025-11-01,Colin Glass Cleaner,Home Care,20,2200,Cash,New
2025-11-02,Colin Glass Cleaner,Home Care,18,1980,Card,Premium
2025-11-03,Colin Glass Cleaner,Home Care,15,1650,UPI,Premium
2025-11-04,Colin Glass Cleaner,Home Care,18,1980,Cash,Regular
2025-11-05,Colin Glass Cleaner,Home Care,11,1210,Card,Regular
2025-11-06,Colin Glass Cleaner,Home Care,14,1540,Cash,Premium
2025-11-07,Colin Glass Cleaner,Home Care,17,1870,Cash,New
2025-11-08,Colin Glass Cleaner,Home Care,56,6160,UPI,New
2025-11-09,Colin Glass Cleaner,Home Care,60,6600,Card,New
2025-11-10,Colin Glass Cleaner,Home Care,43,4730,UPI,New
2025-11-11,Colin Glass Cleaner,Home Care,42,4620,Cash,Regular
2025-11-12,Colin Glass Cleaner,Home Care,47,5170,Card,Regular
2025-11-13,Colin Glass Cleaner,Home Care,16,1760,Card,New
2025-11-14,Colin Glass Cleaner,Home Care,12,1320,Card,New
2025-11-15,Colin Glass Cleaner,Home Care,20,2200,UPI,Premium
2025-11-16,Colin Glass Cleaner,Home Care,20,2200,Card,New
2025-11-17,Colin Glass Cleaner,Home Care,15,1650,Card,Regular
2025-11-18,Colin Glass Cleaner,Home Care,16,1760,UPI,New
2025-11-19,Colin Glass Cleaner,Home Care,16,1760,Cash,Premium
2025-11-20,Colin Glass Cleaner,Home Care,17,1870,UPI,New
2025-11-21,Colin Glass Cleaner,Home Care,15,1650,UPI,Regular
2025-11-22,Colin Glass Cleaner,Home Care,22,2420,Cash,New
2025-11-23,Colin Glass Cleaner,Home Care,19,2090,Card,New
2025-11-24,Colin Glass Cleaner,Home Care,13,1430,Cash,Regular
2025-11-25,Colin Glass Cleaner,Home Care,13,1430,Cash,New
2025-11-26,Colin Glass Cleaner,Home Care,19,2090,Card,Regular
2025-11-27,Colin Glass Cleaner,Home Care,15,1650,Card,Regular
2025-11-28,Colin Glass Cleaner,Home Care,13,1430,Card,New
2025-11-29,Colin Glass Cleaner,Home Care,19,2090,UPI,Premium
2025-11-30,Colin Glass Cleaner,Home Care,20,2200,Cash,New
2025-12-01,Colin Glass Cleaner,Home Care,16,1760,Card,Premium
2025-12-02,Colin Glass Cleaner,Home Care,19,2090,UPI,Premium
2025-12-03,Colin Glass Cleaner,Home Care,14,1540,UPI,New
2025-12-04,Colin Glass Cleaner,Home Care,15,1650,UPI,New
2025-12-05,Colin Glass Cleaner,Home Care,14,1540,Card,New
2025-12-06,Colin Glass Cleaner,Home Care,18,1980,Card,Premium
2025-12-07,Colin Glass Cleaner,Home Care,25,2750,Card,New
2025-12-08,Colin Glass Cleaner,Home Care,15,1650,Cash,Regular
2025-12-09,Colin Glass Cleaner,Home Care,14,1540,UPI,New
2025-12-10,Colin Glass Cleaner,Home Care,13,1430,UPI,Premium
2025-12-11,Colin Glass Cleaner,Home Care,11,1210,UPI,New
2025-12-12,Colin Glass Cleaner,Home Care,17,1870,Cash,Premium
2025-12-13,Colin Glass Cleaner,Home Care,18,1980,UPI,Regular
2025-12-14,Colin Glass Cleaner,Home Care,21,2310,UPI,Premium
2025-12-15,Colin Glass Cleaner,Home Care,10,1100,UPI,Regular
2025-12-16,Colin Glass Cleaner,Home Care,10,1100,Cash,Premium
2025-12-17,Colin Glass Cleaner,Home Care,15,1650,Cash,Premium
2025-12-18,Colin Glass Cleaner,Home Care,16,1760,UPI,Regular
2025-12-19,Colin Glass Cleaner,Home Care,17,1870,Cash,Premium
2025-12-20,Colin Glass Cleaner,Home Care,19,2090,Cash,Regular
2025-12-21,Colin Glass Cleaner,Home Care,20,2200,Card,New
2025-12-22,Colin Glass Cleaner,Home Care,15,1650,Card,New
2025-12-23,Colin Glass Cleaner,Home Care,43,4730,Cash,New
2025-12-24,Colin Glass Cleaner,Home Care,42,4620,UPI,Regular
2025-12-25,Colin Glass Cleaner,Home Care,42,4620,UPI,New
2025-12-26,Colin Glass Cleaner,Home Care,46,5060,Card,Regular
2025-12-27,Colin Glass Cleaner,Home Care,64,7040,Cash,New
2025-12-28,Colin Glass Cleaner,Home Care,21,2310,Cash,Regular
2025-12-29,Colin Glass Cleaner,Home Care,15,1650,Card,Regular
2025-12-30,Colin Glass Cleaner,Home Care,10,1100,Card,Regular
2025-12-31,Colin Glass Cleaner,Home Care,10,1100,UPI,Premium
2026-01-01,Colin Glass Cleaner,Home Care,20,2200,Cash,Regular
2026-01-02,Colin Glass Cleaner,Home Care,15,1650,Cash,Regular
2026-01-03,Colin Glass Cleaner,Home Care,18,1980,UPI,Regular
2026-01-04,Colin Glass Cleaner,Home Care,21,2310,Cash,Regular
2026-01-05,Colin Glass Cleaner,Home Care,13,1430,Card,New
2026-01-06,Colin Glass Cleaner,Home Care,16,1760,UPI,Regular
2026-01-07,Colin Glass Cleaner,Home Care,17,1870,Cash,New
2026-01-08,Colin Glass Cleaner,Home Care,14,1540,UPI,Premium
2026-01-09,Colin Glass Cleaner,Home Care,19,2090,Card,Regular
2026-01-10,Colin Glass Cleaner,Home Care,20,2200,Cash,Regular
2026-01-11,Colin Glass Cleaner,Home Care,22,2420,Cash,Premium
2026-01-12,Colin Glass Cleaner,Home Care,15,1650,Cash,New
2026-01-13,Colin Glass Cleaner,Home Care,15,1650,Card,Premium
2026-01-14,Colin Glass Cleaner,Home Care,16,1760,Card,Regular
2026-01-15,Colin Glass Cleaner,Home Care,14,1540,UPI,New
2026-01-16,Colin Glass Cleaner,Home Care,13,1430,Card,Regular
2026-01-17,Colin Glass Cleaner,Home Care,19,2090,UPI,Regular
2026-01-18,Colin Glass Cleaner,Home Care,21,2310,UPI,Premium
2026-01-19,Colin Glass Cleaner,Home Care,10,1100,Cash,Premium
2026-01-20,Colin Glass Cleaner,Home Care,13,1430,Card,New
2026-01-21,Colin Glass Cleaner,Home Care,13,1430,Card,Premium
2026-01-22,Colin Glass Cleaner,Home Care,13,1430,Cash,Regular
2026-01-23,Colin Glass Cleaner,Home Care,12,1320,UPI,Regular
2026-01-24,Colin Glass Cleaner,Home Care,63,6930,UPI,Regular
2026-01-25,Colin Glass Cleaner,Home Care,55,6050,UPI,Regular
2026-01-26,Colin Glass Cleaner,Home Care,42,4620,Cash,Regular
2026-01-27,Colin Glass Cleaner,Home Care,37,4070,UPI,Premium
2026-01-28,Colin Glass Cleaner,Home Care,46,5060,Cash,Premium
2026-01-29,Colin Glass Cleaner,Home Care,13,1430,Card,Premium
2026-01-30,Colin Glass Cleaner,Home Care,16,1760,Card,Premium
2026-01-31,Colin Glass Cleaner,Home Care,18,1980,Card,New
2026-02-01,Colin Glass Cleaner,Home Care,21,2310,Cash,Premium
2026-02-02,Colin Glass Cleaner,Home Care,18,1980,Cash,Premium
2026-02-03,Colin Glass Cleaner,Home Care,16,1760,Card,Premium
2026-02-04,Colin Glass Cleaner,Home Care,13,1430,Card,Premium
2026-02-05,Colin Glass Cleaner,Home Care,13,1430,UPI,New
2026-02-06,Colin Glass Cleaner,Home Care,14,1540,Cash,New
2026-02-07,Colin Glass Cleaner,Home Care,24,2640,Card,Regular
2026-02-08,Colin Glass Cleaner,Home Care,19,2090,UPI,Premium
2026-02-09,Colin Glass Cleaner,Home Care,12,1320,Card,Premium
2026-02-10,Colin Glass Cleaner,Home Care,15,1650,Cash,Regular
2026-02-11,Colin Glass Cleaner,Home Care,13,1430,Cash,New
2026-02-12,Colin Glass Cleaner,Home Care,14,1540,Cash,Premium
2026-02-13,Colin Glass Cleaner,Home Care,13,1430,Card,Regular
2026-02-14,Colin Glass Cleaner,Home Care,19,2090,UPI,Premium
2026-02-15,Colin Glass Cleaner,Home Care,17,1870,Card,Regular
2026-02-16,Colin Glass Cleaner,Home Care,16,1760,Cash,Premium
2026-02-17,Colin Glass Cleaner,Home Care,17,1870,UPI,New
2026-02-18,Colin Glass Cleaner,Home Care,19,2090,Cash,Regular
2026-02-19,Colin Glass Cleaner,Home Care,13,1430,Cash,Premium
2026-02-20,Colin Glass Cleaner,Home Care,16,1760,Cash,Regular
2026-02-21,Colin Glass Cleaner,Home Care,22,2420,UPI,Regular
2026-02-22,Colin Glass Cleaner,Home Care,20,2200,Cash,New
2026-02-23,Colin Glass Cleaner,Home Care,16,1760,Cash,Premium
2026-02-24,Colin Glass Cleaner,Home Care,12,1320,Cash,Regular
2026-02-25,Colin Glass Cleaner,Home Care,9,990,UPI,New
2026-02-26,Colin Glass Cleaner,Home Care,16,1760,Card,Regular
2026-02-27,Colin Glass Cleaner,Home Care,16,1760,Card,Premium
2026-02-28,Colin Glass Cleaner,Home Care,18,1980,Card,New
2026-03-01,Colin Glass Cleaner,Home Care,19,2090,Card,New
2026-03-02,Colin Glass Cleaner,Home Care,13,1430,UPI,New
2026-03-03,Colin Glass Cleaner,Home Care,15,1650,Cash,Regular
2026-03-04,Colin Glass Cleaner,Home Care,19,2090,Card,Premium
2026-03-05,Colin Glass Cleaner,Home Care,12,1320,Card,New
2026-03-06,Colin Glass Cleaner,Home Care,15,1650,UPI,Regular
2026-03-07,Colin Glass Cleaner,Home Care,22,2420,UPI,New
2026-03-08,Colin Glass Cleaner,Home Care,22,2420,Card,Regular
2026-03-09,Colin Glass Cleaner,Home Care,14,1540,Cash,Premium
2026-03-10,Colin Glass Cleaner,Home Care,15,1650,UPI,Premium
2026-03-11,Colin Glass Cleaner,Home Care,14,1540,Card,New
2026-03-12,Colin Glass Cleaner,Home Care,13,1430,Card,New
2026-03-13,Colin Glass Cleaner,Home Care,14,1540,Card,Premium
2026-03-14,Colin Glass Cleaner,Home Care,20,2200,Card,New
2026-03-15,Colin Glass Cleaner,Home Care,15,1650,UPI,Premium
2026-03-16,Colin Glass Cleaner,Home Care,12,1320,Cash,New
2026-03-17,Colin Glass Cleaner,Home Care,20,2200,Card,New
2026-03-18,Colin Glass Cleaner,Home Care,12,1320,Card,Premium
2026-03-19,Colin Glass Cleaner,Home Care,15,1650,Cash,New
2026-03-20,Colin Glass Cleaner,Home Care,13,1430,Cash,Premium
2026-03-21,Colin Glass Cleaner,Home Care,22,2420,Card,Regular
2026-03-22,Colin Glass Cleaner,Home Care,19,2090,Cash,New
2026-03-23,Colin Glass Cleaner,Home Care,43,4730,UPI,Premium
2026-03-24,Colin Glass Cleaner,Home Care,42,4620,Card,Regular
2025-03-25,Vim Dishwash Gel (750ml),Home Care,153,25245,Card,Regular
2025-03-26,Vim Dishwash Gel (750ml),Home Care,147,24255,UPI,Premium
2025-03-27,Vim Dishwash Gel (750ml),Home Care,156,25740,Cash,Regular
2025-03-28,Vim Dishwash Gel (750ml),Home Care,50,8250,UPI,Regular
2025-03-29,Vim Dishwash Gel (750ml),Home Care,73,12045,UPI,Premium
2025-03-30,Vim Dishwash Gel (750ml),Home Care,84,13860,Cash,Regular
2025-03-31,Vim Dishwash Gel (750ml),Home Care,56,9240,Card,Premium
2025-04-01,Vim Dishwash Gel (750ml),Home Care,45,7425,UPI,Premium
2025-04-02,Vim Dishwash Gel (750ml),Home Care,51,8415,UPI,Regular
2025-04-03,Vim Dishwash Gel (750ml),Home Care,64,10560,UPI,Regular
2025-04-04,Vim Dishwash Gel (750ml),Home Care,51,8415,Cash,Premium
2025-04-05,Vim Dishwash Gel (750ml),Home Care,59,9735,Card,Regular
2025-04-06,Vim Dishwash Gel (750ml),Home Care,78,12870,Cash,New
2025-04-07,Vim Dishwash Gel (750ml),Home Care,67,11055,Cash,Regular
2025-04-08,Vim Dishwash Gel (750ml),Home Care,67,11055,Cash,Premium
2025-04-09,Vim Dishwash Gel (750ml),Home Care,54,8910,UPI,New
2025-04-10,Vim Dishwash Gel (750ml),Home Care,62,10230,UPI,Premium
2025-04-11,Vim Dishwash Gel (750ml),Home Care,61,10065,UPI,New
2025-04-12,Vim Dishwash Gel (750ml),Home Care,69,11385,Cash,Regular
2025-04-13,Vim Dishwash Gel (750ml),Home Care,74,12210,Cash,Regular
2025-04-14,Vim Dishwash Gel (750ml),Home Care,62,10230,UPI,Regular
2025-04-15,Vim Dishwash Gel (750ml),Home Care,56,9240,Card,New
2025-04-16,Vim Dishwash Gel (750ml),Home Care,46,7590,Cash,New
2025-04-17,Vim Dishwash Gel (750ml),Home Care,50,8250,Card,Regular
2025-04-18,Vim Dishwash Gel (750ml),Home Care,70,11550,Card,New
2025-04-19,Vim Dishwash Gel (750ml),Home Care,74,12210,Cash,Regular
2025-04-20,Vim Dishwash Gel (750ml),Home Care,63,10395,UPI,Premium
2025-04-21,Vim Dishwash Gel (750ml),Home Care,45,7425,UPI,Regular
2025-04-22,Vim Dishwash Gel (750ml),Home Care,47,7755,UPI,Regular
2025-04-23,Vim Dishwash Gel (750ml),Home Care,51,8415,Card,New
2025-04-24,Vim Dishwash Gel (750ml),Home Care,69,11385,Card,New
2025-04-25,Vim Dishwash Gel (750ml),Home Care,63,10395,Card,Premium
2025-04-26,Vim Dishwash Gel (750ml),Home Care,71,11715,UPI,Premium
2025-04-27,Vim Dishwash Gel (750ml),Home Care,88,14520,Cash,Premium
2025-04-28,Vim Dishwash Gel (750ml),Home Care,55,9075,Card,New
2025-04-29,Vim Dishwash Gel (750ml),Home Care,68,11220,UPI,Regular
2025-04-30,Vim Dishwash Gel (750ml),Home Care,49,8085,Cash,Premium
2025-05-01,Vim Dishwash Gel (750ml),Home Care,63,10395,Card,Regular
2025-05-02,Vim Dishwash Gel (750ml),Home Care,55,9075,Card,Premium
2025-05-03,Vim Dishwash Gel (750ml),Home Care,86,14190,Card,New
2025-05-04,Vim Dishwash Gel (750ml),Home Care,84,13860,Card,New
2025-05-05,Vim Dishwash Gel (750ml),Home Care,50,8250,UPI,Regular
2025-05-06,Vim Dishwash Gel (750ml),Home Care,64,10560,UPI,Regular
2025-05-07,Vim Dishwash Gel (750ml),Home Care,49,8085,Cash,Regular
2025-05-08,Vim Dishwash Gel (750ml),Home Care,57,9405,Cash,Regular
2025-05-09,Vim Dishwash Gel (750ml),Home Care,40,6600,Card,New
2025-05-10,Vim Dishwash Gel (750ml),Home Care,77,12705,UPI,Regular
2025-05-11,Vim Dishwash Gel (750ml),Home Care,87,14355,UPI,New
2025-05-12,Vim Dishwash Gel (750ml),Home Care,63,10395,Cash,New
2025-05-13,Vim Dishwash Gel (750ml),Home Care,47,7755,UPI,Regular
2025-05-14,Vim Dishwash Gel (750ml),Home Care,42,6930,Card,Premium
2025-05-15,Vim Dishwash Gel (750ml),Home Care,41,6765,Card,New
2025-05-16,Vim Dishwash Gel (750ml),Home Care,52,8580,Cash,Premium
2025-05-17,Vim Dishwash Gel (750ml),Home Care,75,12375,UPI,Regular
2025-05-18,Vim Dishwash Gel (750ml),Home Care,69,11385,UPI,Premium
2025-05-19,Vim Dishwash Gel (750ml),Home Care,53,8745,Cash,Regular
2025-05-20,Vim Dishwash Gel (750ml),Home Care,60,9900,UPI,New
2025-05-21,Vim Dishwash Gel (750ml),Home Care,42,6930,Card,Regular
2025-05-22,Vim Dishwash Gel (750ml),Home Care,54,8910,UPI,Regular
2025-05-23,Vim Dishwash Gel (750ml),Home Care,65,10725,Cash,Regular
2025-05-24,Vim Dishwash Gel (750ml),Home Care,78,12870,Card,Premium
2025-05-25,Vim Dishwash Gel (750ml),Home Care,76,12540,Card,New
2025-05-26,Vim Dishwash Gel (750ml),Home Care,44,7260,Card,New
2025-05-27,Vim Dishwash Gel (750ml),Home Care,54,8910,Card,New
2025-05-28,Vim Dishwash Gel (750ml),Home Care,49,8085,Cash,Premium
2025-05-29,Vim Dishwash Gel (750ml),Home Care,60,9900,Card,New
2025-05-30,Vim Dishwash Gel (750ml),Home Care,57,9405,Cash,New
2025-05-31,Vim Dishwash Gel (750ml),Home Care,67,11055,Cash,Regular
2025-06-01,Vim Dishwash Gel (750ml),Home Care,97,16005,Cash,Premium
2025-06-02,Vim Dishwash Gel (750ml),Home Care,60,9900,Cash,Premium
2025-06-03,Vim Dishwash Gel (750ml),Home Care,42,6930,Card,Premium
2025-06-04,Vim Dishwash Gel (750ml),Home Care,65,10725,UPI,New
2025-06-05,Vim Dishwash Gel (750ml),Home Care,53,8745,Cash,Regular
2025-06-06,Vim Dishwash Gel (750ml),Home Care,50,8250,Card,New
2025-06-07,Vim Dishwash Gel (750ml),Home Care,90,14850,UPI,New
2025-06-08,Vim Dishwash Gel (750ml),Home Care,76,12540,UPI,New
2025-06-09,Vim Dishwash Gel (750ml),Home Care,53,8745,UPI,Regular
2025-06-10,Vim Dishwash Gel (750ml),Home Care,52,8580,Cash,Regular
2025-06-11,Vim Dishwash Gel (750ml),Home Care,56,9240,Cash,New
2025-06-12,Vim Dishwash Gel (750ml),Home Care,52,8580,UPI,New
2025-06-13,Vim Dishwash Gel (750ml),Home Care,56,9240,Card,Premium
2025-06-14,Vim Dishwash Gel (750ml),Home Care,63,10395,Card,Premium
2025-06-15,Vim Dishwash Gel (750ml),Home Care,86,14190,Card,Premium
2025-06-16,Vim Dishwash Gel (750ml),Home Care,60,9900,Cash,Regular
2025-06-17,Vim Dishwash Gel (750ml),Home Care,58,9570,UPI,Regular
2025-06-18,Vim Dishwash Gel (750ml),Home Care,53,8745,Card,Regular
2025-06-19,Vim Dishwash Gel (750ml),Home Care,67,11055,Card,Premium
2025-06-20,Vim Dishwash Gel (750ml),Home Care,58,9570,Cash,Regular
2025-06-21,Vim Dishwash Gel (750ml),Home Care,72,11880,UPI,New
2025-06-22,Vim Dishwash Gel (750ml),Home Care,88,14520,UPI,Premium
2025-06-23,Vim Dishwash Gel (750ml),Home Care,45,7425,Card,Premium
2025-06-24,Vim Dishwash Gel (750ml),Home Care,46,7590,UPI,Regular
2025-06-25,Vim Dishwash Gel (750ml),Home Care,63,10395,UPI,Regular
2025-06-26,Vim Dishwash Gel (750ml),Home Care,65,10725,Cash,Premium
2025-06-27,Vim Dishwash Gel (750ml),Home Care,54,8910,Cash,Regular
2025-06-28,Vim Dishwash Gel (750ml),Home Care,92,15180,Cash,Premium
2025-06-29,Vim Dishwash Gel (750ml),Home Care,81,13365,Cash,Premium
2025-06-30,Vim Dishwash Gel (750ml),Home Care,50,8250,Cash,Premium
2025-07-01,Vim Dishwash Gel (750ml),Home Care,57,9405,Card,New
2025-07-02,Vim Dishwash Gel (750ml),Home Care,54,8910,UPI,Premium
2025-07-03,Vim Dishwash Gel (750ml),Home Care,38,6270,Cash,Regular
2025-07-04,Vim Dishwash Gel (750ml),Home Care,57,9405,Cash,Premium
2025-07-05,Vim Dishwash Gel (750ml),Home Care,80,13200,Card,Regular
2025-07-06,Vim Dishwash Gel (750ml),Home Care,82,13530,Card,Regular
2025-07-07,Vim Dishwash Gel (750ml),Home Care,46,7590,Card,New
2025-07-08,Vim Dishwash Gel (750ml),Home Care,46,7590,UPI,Regular
2025-07-09,Vim Dishwash Gel (750ml),Home Care,60,9900,Cash,Regular
2025-07-10,Vim Dishwash Gel (750ml),Home Care,49,8085,Card,Premium
2025-07-11,Vim Dishwash Gel (750ml),Home Care,51,8415,Card,New
2025-07-12,Vim Dishwash Gel (750ml),Home Care,84,13860,UPI,Regular
2025-07-13,Vim Dishwash Gel (750ml),Home Care,75,12375,Cash,New
2025-07-14,Vim Dishwash Gel (750ml),Home Care,68,11220,UPI,New
2025-07-15,Vim Dishwash Gel (750ml),Home Care,43,7095,Cash,Premium
2025-07-16,Vim Dishwash Gel (750ml),Home Care,57,9405,UPI,Premium
2025-07-17,Vim Dishwash Gel (750ml),Home Care,49,8085,Cash,Regular
2025-07-18,Vim Dishwash Gel (750ml),Home Care,66,10890,Card,New
2025-07-19,Vim Dishwash Gel (750ml),Home Care,82,13530,Card,Premium
2025-07-20,Vim Dishwash Gel (750ml),Home Care,91,15015,Card,Regular
2025-07-21,Vim Dishwash Gel (750ml),Home Care,56,9240,UPI,New
2025-07-22,Vim Dishwash Gel (750ml),Home Care,47,7755,UPI,Regular
2025-07-23,Vim Dishwash Gel (750ml),Home Care,53,8745,UPI,New
2025-07-24,Vim Dishwash Gel (750ml),Home Care,64,10560,Card,Premium
2025-07-25,Vim Dishwash Gel (750ml),Home Care,53,8745,UPI,New
2025-07-26,Vim Dishwash Gel (750ml),Home Care,76,12540,Cash,Premium
2025-07-27,Vim Dishwash Gel (750ml),Home Care,71,11715,Card,New
2025-07-28,Vim Dishwash Gel (750ml),Home Care,45,7425,Cash,Premium
2025-07-29,Vim Dishwash Gel (750ml),Home Care,61,10065,Card,Regular
2025-07-30,Vim Dishwash Gel (750ml),Home Care,66,10890,Card,New
2025-07-31,Vim Dishwash Gel (750ml),Home Care,56,9240,Card,Regular
2025-08-01,Vim Dishwash Gel (750ml),Home Care,47,7755,Card,Premium
2025-08-02,Vim Dishwash Gel (750ml),Home Care,78,12870,UPI,Premium
2025-08-03,Vim Dishwash Gel (750ml),Home Care,71,11715,Cash,Premium
2025-08-04,Vim Dishwash Gel (750ml),Home Care,43,7095,Cash,Regular
2025-08-05,Vim Dishwash Gel (750ml),Home Care,47,7755,UPI,Regular
2025-08-06,Vim Dishwash Gel (750ml),Home Care,63,10395,Card,New
2025-08-07,Vim Dishwash Gel (750ml),Home Care,59,9735,Card,Regular
2025-08-08,Vim Dishwash Gel (750ml),Home Care,58,9570,Card,New
2025-08-09,Vim Dishwash Gel (750ml),Home Care,71,11715,UPI,Premium
2025-08-10,Vim Dishwash Gel (750ml),Home Care,75,12375,Cash,Premium
2025-08-11,Vim Dishwash Gel (750ml),Home Care,59,9735,Card,New
2025-08-12,Vim Dishwash Gel (750ml),Home Care,52,8580,Card,New
2025-08-13,Vim Dishwash Gel (750ml),Home Care,150,24750,Cash,Premium
2025-08-14,Vim Dishwash Gel (750ml),Home Care,154,25410,Cash,Premium
2025-08-15,Vim Dishwash Gel (750ml),Home Care,158,26070,Card,Regular
2025-08-16,Vim Dishwash Gel (750ml),Home Care,213,35145,Card,Regular
2025-08-17,Vim Dishwash Gel (750ml),Home Care,216,35640,Card,Premium
2025-08-18,Vim Dishwash Gel (750ml),Home Care,57,9405,Card,Regular
2025-08-19,Vim Dishwash Gel (750ml),Home Care,67,11055,UPI,Premium
2025-08-20,Vim Dishwash Gel (750ml),Home Care,56,9240,Card,Regular
2025-08-21,Vim Dishwash Gel (750ml),Home Care,64,10560,Card,Premium
2025-08-22,Vim Dishwash Gel (750ml),Home Care,62,10230,Card,New
2025-08-23,Vim Dishwash Gel (750ml),Home Care,76,12540,UPI,Premium
2025-08-24,Vim Dishwash Gel (750ml),Home Care,72,11880,Card,Premium
2025-08-25,Vim Dishwash Gel (750ml),Home Care,60,9900,Cash,Regular
2025-08-26,Vim Dishwash Gel (750ml),Home Care,50,8250,Card,Regular
2025-08-27,Vim Dishwash Gel (750ml),Home Care,54,8910,Cash,Premium
