date,store_location,category,product_name,sales,price,inventory_status,customer_rating
2025-04-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,34,387.27,High Demand,4.6
2025-04-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,365.82,Restocked,4.4
2025-04-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,391.23,Restocked,3.5
2025-04-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,387.12,In Stock,4.6
2025-04-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,53,310.1,In Stock,4.2
2025-04-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,391.37,In Stock,4.8
2025-04-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,298.2,High Demand,4.6
2025-04-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,35,488.04,In Stock,3.6
2025-04-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,368.69,High Demand,3.7
2025-05-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,54,442.72,High Demand,3.6
2025-05-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,50,82.85,Restocked,3.8
2025-05-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,76,29.54,High Demand,3.7
2025-05-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,70,482.63,Restocked,4.9
2025-05-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,196.06,In Stock,4.0
2025-05-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,130.53,In Stock,4.3
2025-05-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,179.61,In Stock,3.7
2025-05-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,212.61,Restocked,4.7
2025-05-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,307.6,Restocked,4.8
2025-05-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,54,164.69,Restocked,4.2
2025-05-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,56,241.85,Restocked,4.1
2025-05-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,198.27,High Demand,4.5
2025-05-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,36,219.77,Restocked,4.4
2025-05-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,51.07,High Demand,4.0
2025-05-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,459.95,Restocked,4.2
2025-05-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,49,138.82,In Stock,4.8
2025-05-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,59,124.6,In Stock,4.6
2025-05-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,60,468.99,High Demand,3.7
2025-05-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,351.94,Restocked,4.3
2025-05-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,78.77,In Stock,4.2
2025-05-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,38,127.7,In Stock,3.7
2025-05-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,114.56,Restocked,3.7
2025-05-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,35,206.97,Restocked,4.7
2025-05-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,144.35,In Stock,3.9
2025-05-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,67,432.53,Restocked,4.2
2025-05-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,258.31,Restocked,4.2
2025-05-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,39,332.27,Restocked,4.9
2025-05-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,38,451.06,Restocked,3.5
2025-05-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,424.62,High Demand,4.6
2025-05-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,38,359.47,In Stock,4.2
2025-05-31,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,59,371.08,In Stock,4.4
2025-06-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,78,310.94,Restocked,4.2
2025-06-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,465.8,High Demand,4.2
2025-06-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,52.98,Restocked,4.2
2025-06-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,59,179.54,In Stock,3.6
2025-06-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,57,47.22,In Stock,4.3
2025-06-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,138.0,Restocked,4.8
2025-06-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,56,444.76,Restocked,4.1
2025-06-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,244.03,High Demand,4.4
2025-06-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,296.03,Restocked,3.8
2025-06-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,35,333.27,High Demand,4.9
2025-06-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,259.77,Restocked,3.6
2025-06-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,304.98,In Stock,4.6
2025-06-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,39,398.88,High Demand,5.0
2025-06-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,60,246.54,High Demand,5.0
2025-06-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,57,386.46,In Stock,4.5
2025-06-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,39,141.29,In Stock,4.6
2025-06-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,357.66,Restocked,4.3
2025-06-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,36,113.52,Restocked,4.0
2025-06-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,402.28,High Demand,3.9
2025-06-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,244.98,High Demand,4.7
2025-06-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,59,479.44,Restocked,4.6
2025-06-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,58,168.43,In Stock,4.4
2025-06-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,181.17,In Stock,3.8
2025-06-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,33,450.73,High Demand,4.4
2025-06-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,464.55,High Demand,4.7
2025-06-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,51,130.59,In Stock,4.1
2025-06-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,50,102.99,Restocked,4.6
2025-06-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,61,94.58,Restocked,3.6
2025-06-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,64,102.51,High Demand,4.2
2025-06-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,36,42.55,Restocked,4.5
2025-07-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,58,159.7,In Stock,4.0
2025-07-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,57,366.87,Restocked,4.2
2025-07-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,53,293.25,In Stock,3.5
2025-07-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,51,138.06,Restocked,3.6
2025-07-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,77,491.45,In Stock,3.8
2025-07-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,56,156.91,High Demand,4.0
2025-07-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,490.14,Restocked,5.0
2025-07-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,141.03,Restocked,4.1
2025-07-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,156.25,In Stock,4.0
2025-07-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,65.04,In Stock,4.0
2025-07-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,145.79,In Stock,3.8
2025-07-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,62,70.63,High Demand,4.5
2025-07-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,61,265.5,In Stock,4.1
2025-07-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,279.84,In Stock,4.2
2025-07-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,320.77,In Stock,3.8
2025-07-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,352.9,High Demand,4.6
2025-07-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,164.38,High Demand,4.9
2025-07-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,194.46,High Demand,4.9
2025-07-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,57,216.78,High Demand,4.0
2025-07-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,69,284.22,In Stock,4.6
2025-07-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,194.33,In Stock,4.6
2025-07-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,181.4,In Stock,3.5
2025-07-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,438.0,Restocked,3.8
2025-07-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,85.07,Restocked,3.9
2025-07-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,292.53,Restocked,3.8
2025-07-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,66,476.43,In Stock,4.5
2025-07-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,64,303.42,High Demand,3.8
2025-07-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,314.29,High Demand,4.1
2025-07-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,438.69,In Stock,3.5
2025-07-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,403.63,High Demand,4.6
2025-07-31,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,406.49,High Demand,3.7
2025-08-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,146.35,In Stock,4.5
2025-08-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,70,246.19,High Demand,4.2
2025-08-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,66,493.88,Restocked,4.2
2025-08-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,115.77,In Stock,4.5
2025-08-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,436.93,Restocked,4.6
2025-08-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,122.85,High Demand,4.8
2025-08-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,222.19,High Demand,4.9
2025-08-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,424.2,Restocked,3.5
2025-08-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,62,123.18,Restocked,4.3
2025-08-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,65,251.78,In Stock,4.6
2025-08-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,463.76,In Stock,4.2
2025-08-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,108,231.09,Restocked,4.2
2025-08-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,110,337.53,Restocked,3.5
2025-08-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,115,205.82,High Demand,4.7
2025-08-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,106,298.54,In Stock,3.6
2025-08-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,155,288.89,Restocked,4.0
2025-08-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,156,130.37,High Demand,4.6
2025-08-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,103,253.67,In Stock,3.7
2025-08-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,275.11,High Demand,3.8
2025-08-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,385.55,In Stock,3.8
2025-08-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,51,101.61,In Stock,4.1
2025-08-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,38,214.82,High Demand,4.6
2025-08-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,71,360.04,In Stock,5.0
2025-08-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,64,77.13,High Demand,3.8
2025-08-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,81.72,Restocked,4.2
2025-08-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,279.44,High Demand,3.6
2025-08-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,51,121.69,High Demand,3.9
2025-08-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,49,60.95,In Stock,4.0
2025-08-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,90.75,Restocked,4.2
2025-08-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,60,436.82,High Demand,3.6
2025-08-31,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,59,234.11,In Stock,4.8
2025-09-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,58,397.11,Restocked,4.0
2025-09-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,363.36,High Demand,5.0
2025-09-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,166.56,In Stock,4.2
2025-09-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,53,348.18,In Stock,4.2
2025-09-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,57,213.67,Restocked,3.6
2025-09-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,301.45,In Stock,4.6
2025-09-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,59,346.75,In Stock,3.8
2025-09-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,175.84,High Demand,4.2
2025-09-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,425.49,Restocked,4.3
2025-09-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,302.64,High Demand,4.0
2025-09-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,69.82,High Demand,4.8
2025-09-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,436.49,In Stock,3.9
2025-09-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,127.92,Restocked,4.0
2025-09-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,86.61,In Stock,3.8
2025-09-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,322.22,High Demand,4.8
2025-09-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,133.75,Restocked,4.1
2025-09-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,480.8,In Stock,4.6
2025-09-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,439.49,Restocked,4.6
2025-09-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,23.15,In Stock,3.7
2025-09-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,60,42.38,High Demand,4.4
2025-09-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,67,336.3,In Stock,4.1
2025-09-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,343.36,Restocked,4.7
2025-09-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,287.33,In Stock,4.5
2025-09-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,75.89,Restocked,4.6
2025-09-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,64.28,In Stock,4.8
2025-09-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,437.0,Restocked,5.0
2025-09-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,65,463.41,High Demand,4.1
2025-09-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,58,409.17,High Demand,4.9
2025-09-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,254.36,High Demand,3.7
2025-09-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,257.38,High Demand,3.8
2025-10-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,51,349.86,In Stock,4.1
2025-10-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,204.8,In Stock,4.7
2025-10-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,57,281.67,In Stock,4.5
2025-10-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,83,264.28,In Stock,4.1
2025-10-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,74,122.74,In Stock,4.6
2025-10-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,37,23.61,In Stock,4.8
2025-10-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,191.26,In Stock,3.6
2025-10-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,354.31,High Demand,4.6
2025-10-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,497.85,In Stock,4.7
2025-10-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,492.36,Restocked,4.5
2025-10-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,62,403.42,In Stock,4.7
2025-10-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,56,425.52,Restocked,3.7
2025-10-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,106.92,Restocked,4.5
2025-10-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,199.55,Restocked,3.7
2025-10-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,98.05,Restocked,4.9
2025-10-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,241.4,In Stock,3.7
2025-10-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,476.44,In Stock,4.9
2025-10-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,70,265.16,In Stock,3.7
2025-10-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,64,78.05,In Stock,3.7
2025-10-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,474.54,Restocked,4.3
2025-10-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,54,490.93,In Stock,3.6
2025-10-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,161,26.54,Restocked,4.7
2025-10-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,153,426.96,In Stock,4.0
2025-10-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,160,405.23,High Demand,3.9
2025-10-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,228,213.49,High Demand,4.8
2025-10-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,222,466.72,Restocked,4.6
2025-10-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,158,217.23,In Stock,3.7
2025-10-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,156,380.51,Restocked,4.1
2025-10-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,407.71,High Demand,3.7
2025-10-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,351.94,In Stock,4.6
2025-10-31,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,183.46,High Demand,5.0
2025-11-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,88,45.23,High Demand,3.9
2025-11-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,85,494.62,High Demand,4.6
2025-11-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,418.03,In Stock,3.8
2025-11-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,53,150.24,Restocked,5.0
2025-11-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,69.21,In Stock,4.7
2025-11-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,409.32,Restocked,4.3
2025-11-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,81.5,Restocked,3.9
2025-11-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,62,308.31,High Demand,4.5
2025-11-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,58,67.64,High Demand,4.0
2025-11-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,455.22,High Demand,4.3
2025-11-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,94.74,Restocked,3.7
2025-11-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,230.17,In Stock,4.2
2025-11-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,267.36,Restocked,4.2
2025-11-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,444.43,In Stock,4.1
2025-11-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,56,358.87,High Demand,4.0
2025-11-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,66,421.54,Restocked,3.6
2025-11-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,310.9,Restocked,4.6
2025-11-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,392.44,Restocked,3.7
2025-11-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,39,292.35,In Stock,3.7
2025-11-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,197.61,High Demand,4.6
2025-11-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,355.24,Restocked,5.0
2025-11-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,65,164.63,In Stock,3.7
2025-11-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,61,74.65,Restocked,4.8
2025-11-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,41,324.03,In Stock,4.3
2025-11-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,49,308.26,In Stock,4.8
2025-11-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,30,240.88,High Demand,3.8
2025-11-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,21.05,In Stock,4.8
2025-11-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,37,337.31,In Stock,4.6
2025-11-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,69,465.82,Restocked,3.8
2025-11-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,367.14,Restocked,3.7
2025-12-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,61,103.98,Restocked,4.2
2025-12-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,63,81.81,High Demand,3.7
2025-12-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,54,393.95,High Demand,4.8
2025-12-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,52,23.74,Restocked,3.7
2025-12-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,58,391.1,In Stock,4.4
2025-12-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,60,418.54,Restocked,4.3
2025-12-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,64,144.66,Restocked,4.7
2025-12-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,59.69,High Demand,4.3
2025-12-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,44,495.45,In Stock,3.7
2025-12-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,53,70.69,High Demand,4.1
2025-12-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,50,102.36,High Demand,3.9
2025-12-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,40,164.72,Restocked,3.8
2025-12-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,76,188.72,In Stock,3.7
2025-12-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,74,234.47,In Stock,3.9
2025-12-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,330.19,Restocked,3.5
2025-12-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,93.28,Restocked,4.4
2025-12-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,264.38,In Stock,4.9
2025-12-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,276.66,In Stock,3.9
2025-12-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,328.73,In Stock,4.2
2025-12-20,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,68,156.39,Restocked,4.5
2025-12-21,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,65,26.0,High Demand,3.9
2025-12-22,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,83,337.36,High Demand,4.4
2025-12-23,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,83,468.92,Restocked,3.9
2025-12-24,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,83,191.59,High Demand,4.6
2025-12-25,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,84,40.82,In Stock,3.6
2025-12-26,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,85,26.89,High Demand,4.3
2025-12-27,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,114,285.54,Restocked,4.1
2025-12-28,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,112,447.62,Restocked,3.7
2025-12-29,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,78.17,Restocked,3.9
2025-12-30,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,133.8,High Demand,4.4
2025-12-31,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,39,95.68,High Demand,4.2
2026-01-01,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,53,33.84,In Stock,4.5
2026-01-02,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,45,451.88,High Demand,3.5
2026-01-03,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,79,229.89,In Stock,4.9
2026-01-04,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,81,386.17,Restocked,4.5
2026-01-05,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,55,291.07,In Stock,4.6
2026-01-06,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,39,287.67,Restocked,4.6
2026-01-07,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,259.34,High Demand,4.7
2026-01-08,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,228.37,High Demand,4.1
2026-01-09,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,249.6,Restocked,4.4
2026-01-10,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,62,74.8,In Stock,3.8
2026-01-11,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,66,82.21,Restocked,4.8
2026-01-12,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,42,269.19,Restocked,4.7
2026-01-13,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,46,437.31,In Stock,3.6
2026-01-14,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,50,320.53,Restocked,4.5
2026-01-15,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,47,451.95,In Stock,4.3
2026-01-16,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,48,468.17,In Stock,3.8
2026-01-17,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,64,189.68,In Stock,4.6
2026-01-18,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,68,75.13,Restocked,4.8
2026-01-19,Bangalore - Whitefield,Snacks,Kurkure Solid Masti,43,456.64,In Stock,4.8
